777,250,989
508,876,217
896,511,972
923,853,906
34,293,925
484,487,98
86,649,677
751,42,196
355,413,279
524,191,549
185,868,980
810,815,552
419,379,623
616,62,190
683,769,161
502,840,848
761,54,796
50,656,406
733,330,905
337,974,464
451,510,911
791,692,229
351,813,346
468,681,338
623,834,735
477,141,661
615,594,132
555,454,725
366,382,209
771,754,301
631,365,509
941,955,863
798,947,479
497,485,616
925,996,191
370,5,381
597,113,711
721,309,295
54,624,517
427,918,843
57,491,132
265,930,25
773,289,411
186,826,201
467,617,524
790,588,462
175,974,279
151,224,263
742,998,147
114,546,59
429,78,520
966,19,213
19,624,740
190,76,501
415,770,431
590,997,678
667,687,563
764,574,117
222,981,152
587,62,667
582,162,660
300,709,833
639,52,492
387,587,973
365,956,585
880,459,362
335,998,382
17,656,684
203,418,193
2,903,739
39,882,706
291,527,171
494,848,786
248,277,27
507,210,450
897,234,883
714,609,505
892,461,630
77,204,238
912,239,906
793,294,109
509,961,937
178,196,342
843,781,796
201,200,471
766,531,231
910,822,21
294,331,498
539,421,500
25,416,286
695,527,390
211,219,958
425,196,417
529,821,678
35,131,366
929,648,28
399,703,143
608,815,929
299,450,782
849,434,488
669,773,525
283,438,359
940,114,583
945,10,355
607,129,978
960,814,475
935,260,504
732,633,891
288,604,357
528,42,555
808,625,541
230,604,898
437,84,651
29,542,269
375,194,804
820,705,175
317,485,441
561,893,168
242,505,691
150,196,480
517,879,885
418,62,328
661,651,81
199,498,189
586,52,654
326,154,963
824,803,943
703,683,311
950,714,926
516,200,255
865,292,604
837,306,880
878,154,289
360,96,344
595,372,1001
789,369,730
189,14,208
67,850,436
356,256,286
800,904,414
903,62,718
921,733,882
943,438,562
331,543,722
728,141,835
397,628,499
464,151,331
394,903,816
312,11,712
681,640,279
745,834,54
922,28,589
462,156,271
523,675,813
632,500,671
491,887,990
196,9,584
257,855,711
694,738,765
741,336,309
578,154,361
158,565,566
613,965,895
393,220,708
970,989,547
689,417,380
362,446,605
817,151,570
402,564,736
93,596,420
918,864,806
490,457,36
452,625,606
252,250,432
654,405,951
770,400,18
671,397,1001
130,457,320
638,930,873
992,666,29
343,78,262
309,888,989
137,375,876
89,710,652
328,763,506
476,747,536
982,803,749
851,260,798
893,140,597
376,727,731
179,460,1002
27,147,24
350,596,221
500,267,3
475,746,242
618,237,773
698,814,250
51,129,190
212,635,56
382,268,774
884,258,645
174,731,922
148,970,979
420,2,319
962,614,439
149,219,871
976,182,484
80,503,142
776,984,837
303,814,3
996,991,259
526,56,257
775,826,274
232,642,489
626,509,447
801,113,286
562,565,571
510,784,452
841,307,610
495,292,770
120,296,140
478,182,583
145,397,242
30,182,762
911,793,844
122,893,317
606,460,508
62,850,40
872,611,236
573,336,505
6,884,961
927,400,485
640,534,25
440,401,976
730,70,809
194,687,628
753,956,579
627,699,924
572,129,897
18,756,946
743,408,702
915,439,724
511,632,717
574,575,499
139,485,223
192,500,174
5,624,476
444,631,919
21,254,991
214,633,829
65,251,672
412,494,376
302,284,970
334,747,338
193,432,757
665,407,227
263,78,326
648,830,659
811,681,124
233,132,359
796,256,605
682,311,892
805,203,91
483,963,250
361,882,926
839,547,187
237,232,766
628,1002,598
958,114,866
583,773,857
273,101,423
202,683,710
14,284,938
428,576,442
240,651,188
85,733,943
533,409,970
173,427,734
290,489,73
